region;year;poverty_percent;population;disabled_total;disabled_18_30;disabled_31_40;disabled_41_50;disabled_51_60;disabled_60_plus;newborns;child_deaths_urban;child_deaths_rural;poor_children_share;poor_old_share;poor_working_share;hh_no_crowding;hh_some_crowding;hh_high_crowding;area_total_per_capita;area_living_per_capita;rooms_per_hh;hh_plan_improve;drug_alco_rate;workers_share;cash_income_per_capita;real_incomes_index;formal_wage_paid;real_wage_index;welfare_expense_share;grp_per_capita;industry_total;mining;manufacturing;energy;water_waste;retail_turnover;crime_juveniles;crime_repeat_offenders;crime_prev_convicted;crime_group;crime_group_prep;crime_organized_group;crime_criminal_community;crime_intox_alcohol;crime_intox_narcotic;crime_intox_toxic;poor_abs;production_pc;retail_to_income;birth_rate_per_1000;infant_mortality_per_1000;disabled_per_1000
Сахалинская область;2019;8.2;489638.0;21576.0;1362.0;2151.0;2755.0;3378.0;11930.0;5693.0;22.0;3.0;44.9;12.1;43.0;;;;;;;;116.8;100.6;59015.0;105.6;87418.0;108.8;13.8;2400858.1;1033830642.53;942670870.3;67953264.1;18878552.23;4327955.9;327601.0;238.0;2831.0;1482.0;23.0;270.0;18.0;1.0;1756.0;49.0;0.0;40150.316;2111.418318288205;5.551148013216979;11.626957058071474;4.391357807834183;44.06520735727211
Сахалинская область;2020;7.7;488257.0;21345.0;1386.0;2142.0;2850.0;3303.0;11664.0;5591.0;20.0;5.0;;;;84.3;13.2;2.5;22.5;17.2;2.1;12.6;107.7;99.9;60770.0;98.6;92518.0;101.7;16.5;2059206.5;821864303.48;731920051.4;65896029.1;19913057.08;4135165.9;338787.0;250.0;3047.0;1607.0;21.0;332.0;52.0;0.0;1793.0;58.0;0.0;37595.789;1683.2616910356637;5.574905380944545;11.450936699320236;4.471472008585226;43.71673114773572
Свердловская область;2015;9.9;4327472.0;;;;;;;62198.0;285.0;56.0;;;;;;;;;;;;86.9;34113.0;93.5;30691.0;89.9;16.6;421100.7;1885696727.25;56178117.8;1659143854.15;170374755.3;;239283.0;;;;;;;;;;;428419.72800000006;435.75018561645226;7.01442265412013;14.37282552030377;5.482491398437248;
Свердловская область;2016;10.2;4330006.0;;;;;;;44975.0;279.0;71.0;;;;;;;;;;;;86.4;34718.0;94.7;32348.0;98.0;17.0;487246.6;1879411072.3799999;54117861.95;1642784626.08;182508584.35;;243477.0;2346.0;21323.0;14639.0;199.0;3125.0;149.0;4.0;17211.0;785.0;22.0;441660.61199999996;434.04352612444416;7.012990379630163;10.38682163488919;7.782101167315175;
Свердловская область;2017;9.8;4329341.0;276313.0;13919.0;22037.0;24907.0;44374.0;171076.0;48621.0;213.0;53.0;39.5;4.4;56.0;;;;;;;;;86.6;35210.0;97.8;34760.0;103.7;24.1;522156.2;2097371693.45;66980115.2;1734335314.71;235726163.34;60330100.2;249170.0;2107.0;21943.0;13751.0;145.0;3171.0;233.0;2.0;13610.0;523.0;15.0;424275.41800000006;484.4551846227867;7.076682760579381;11.2305775867505;5.470887065259867;63.82333939507191
Свердловская область;2018;9.5;4325256.0;272054.0;13181.0;22281.0;25612.0;42486.0;168494.0;50285.0;182.0;57.0;42.6;5.0;52.3;;;;;;;;50.2;86.4;36735.0;101.7;38052.0;106.9;23.4;560977.3;2359654679.61;76538246.8;1968982302.24;243507469.37;70626661.2;261708.0;2102.0;21383.0;13355.0;115.0;3148.0;279.0;11.0;13071.0;162.0;11.0;410899.32;545.5526053509897;7.124213964883626;11.625901449532698;4.75290842199463;62.89893592425512
Свердловская область;2019;8.9;4315699.0;272084.0;12927.0;22810.0;27110.0;41488.0;167749.0;42538.0;189.0;32.0;42.9;7.2;49.9;;;;;;;;46.1;85.1;39094.0;101.4;41110.0;103.1;22.3;586468.3;2468501428.39;92683459.1;2039462931.83;255389506.94;80965530.52;277509.0;1963.0;20829.0;12208.0;123.0;2973.0;289.0;1.0;12120.0;134.0;6.0;384097.211;571.9818338558829;7.098506164628843;9.856572481074329;5.195354741642767;63.04517530068709
Свердловская область;2020;9.0;4310681.0;266496.0;12935.0;22667.0;28158.0;39876.0;162860.0;32794.0;144.0;38.0;46.3;2.2;51.5;81.1;15.2;3.7;22.8;15.8;2.2;15.1;29.9;82.3;37374.0;92.5;43256.0;102.1;23.5;588270.0;2487507183.17;92526767.4;2072196704.81;245175701.1;77608009.86;259875.0;1613.0;20390.0;12233.0;90.0;2547.0;233.0;4.0;11736.0;146.0;6.0;387961.29;577.0566606923593;6.953363300690319;7.607614666916898;5.549795694334329;61.82225035905
Смоленская область;2015;17.6;964791.0;;;;;;;10190.0;52.0;26.0;;;;;;;;;;;;83.3;23653.0;99.1;23470.0;90.8;16.4;266927.2;234894476.44000003;1026000.3;178437925.74;55430550.4;;163628.0;;;;;;;;;;;169803.21600000001;243.4666953153585;6.917853972012007;10.561872985962763;7.654563297350344;
Смоленская область;2016;17.8;958630.0;;;;;;;9858.0;47.0;17.0;;;;;;;;;;;;82.1;23614.0;93.1;25097.0;100.4;17.3;296810.1;237191415.97;1404082.43;180556955.94;55230377.6;;159968.0;215.0;4670.0;2396.0;116.0;527.0;21.0;5.0;3206.0;98.0;2.0;170636.14;247.42749128443717;6.774286440247311;10.283425304862147;6.492189085007101;
Смоленская область;2017;16.9;953201.0;77718.0;3314.0;5247.0;6906.0;14758.0;47493.0;8658.0;35.0;15.0;32.1;10.3;57.7;;;;;;;;;84.1;24766.0;100.9;26269.0;101.1;25.5;329679.7;254871277.4;1453951.9;192044237.4;54534293.9;6838794.2;166359.0;285.0;4181.0;2054.0;47.0;751.0;10.0;0.0;2684.0;52.0;2.0;161090.96899999998;267.38460975177327;6.717233303722846;9.083079014814295;5.775005775005775;81.53369541156587
Смоленская область;2018;16.4;949348.0;75604.0;3015.0;5213.0;6940.0;13773.0;46663.0;7819.0;36.0;16.0;33.0;9.6;57.4;;;;;;;;72.4;82.9;25888.0;101.0;29397.0;108.7;25.7;354239.9;275139011.5;1791166.9;209367235.3;55189174.9;8791434.4;179437.0;307.0;4192.0;2188.0;43.0;615.0;15.0;7.0;2600.0;38.0;0.0;155693.072;289.8189194057395;6.931280902348578;8.236178935437795;6.650466811612738;79.63781458432524
Смоленская область;2019;16.3;942363.0;74365.0;2826.0;5287.0;6972.0;13079.0;46201.0;7089.0;25.0;4.0;39.1;8.9;51.9;;;;;;;;70.8;79.1;27388.0;100.4;31269.0;101.8;25.3;370820.2;277344658.0;1619481.5;209663736.7;53819855.4;12241584.4;188805.0;305.0;4122.0;2206.0;33.0;628.0;13.0;0.0;2471.0;30.0;2.0;153605.169;294.3076691253795;6.8937125748503;7.522578878839683;4.090844971081958;78.9133274544947
Смоленская область;2020;15.6;934889.0;72047.0;2660.0;5257.0;6987.0;12231.0;44912.0;5556.0;27.0;12.0;34.7;12.0;53.3;86.8;12.4;0.8;25.3;19.4;2.3;9.5;62.7;78.9;28152.0;98.3;33139.0;102.5;27.2;386274.8;289326966.1;2038290.5;219478208.7;54579627.0;13230839.7;186156.0;266.0;4409.0;2446.0;25.0;556.0;65.0;7.0;2274.0;26.0;0.0;145842.684;309.47734554583485;6.612531969309463;5.942951516169299;7.019438444924406;77.06476383827385
Ставропольский край;2015;14.6;2799473.0;;;;;;;27043.0;166.0;129.0;;;;;;;;;;;;73.9;21244.0;89.5;23245.0;88.9;19.3;221814.1;337073138.8;8846954.6;253762547.5;74463636.7;;166622.0;;;;;;;;;;;408723.05799999996;120.40592597249554;7.843249858783657;9.6600324418203;10.908553045150315;
Ставропольский край;2016;15.0;2801597.0;;;;;;;33589.0;186.0;122.0;;;;;;;;;;;;76.3;20985.0;92.4;24655.0;99.1;19.4;254226.6;355220482.33;9235442.94;266028985.19;79956054.2;;158762.0;898.0;9750.0;6182.0;254.0;1174.0;183.0;148.0;4588.0;133.0;1.0;420239.55;126.7921411716246;7.565499166071003;11.989233283730673;9.169668641519545;
Ставропольский край;2017;14.3;2804383.0;217614.0;9709.0;14648.0;22463.0;48088.0;122706.0;29489.0;159.0;101.0;37.4;3.4;59.1;;;;;;;;;76.5;22485.0;102.9;26645.0;103.8;29.4;262480.7;365904965.0;10659488.4;262210718.5;82963657.5;10071100.6;170837.0;686.0;9102.0;6036.0;283.0;1101.0;273.0;36.0;3319.0;116.0;0.0;401026.769;130.47610294314293;7.597820769401824;10.515325474444824;8.816846959883346;77.59781741652263
Ставропольский край;2018;13.9;2800674.0;212722.0;9406.0;14444.0;21851.0;45363.0;121658.0;30552.0;112.0;96.0;36.2;7.2;56.6;;;;;;;;;78.3;23408.0;100.7;29065.0;105.7;28.9;280220.7;402964745.0;10547812.9;298608979.0;83310803.4;10497149.7;182284.0;808.0;9480.0;5706.0;169.0;1204.0;92.0;196.0;3203.0;66.0;2.0;389293.686;143.881346061698;7.787252221462748;10.908802666786638;6.8080649384655665;75.95385967806321
Ставропольский край;2019;14.0;2795243.0;211192.0;9217.0;14490.0;21920.0;43772.0;121793.0;25849.0;85.0;80.0;43.6;5.4;51.0;;;;;;;;;78.2;24366.0;99.6;31836.0;104.7;26.3;295435.5;392468064.6;11282941.6;295086855.0;74894017.8;11204250.2;191606.0;653.0;9761.0;5949.0;119.0;959.0;242.0;43.0;2936.0;50.0;5.0;391334.02;140.40570519271492;7.8636624805056226;9.247496550389359;6.383225656698519;75.55407526286622
Ставропольский край;2020;13.8;2803573.0;207544.0;9306.0;14331.0;22033.0;41442.0;120432.0;22798.0;79.0;59.0;39.2;1.9;58.9;82.8;14.1;3.1;26.9;19.0;2.8;16.2;;77.0;23911.0;94.5;33877.0;102.5;30.8;308476.2;400053220.4;11073282.6;307718213.5;68663889.1;12597835.0;185994.0;602.0;10722.0;6609.0;148.0;937.0;209.0;176.0;3052.0;75.0;4.0;386893.07399999996;142.694062326895;7.778595625444356;8.131766142704327;6.0531625581191335;74.02839162739832
Тамбовская область;2015;10.7;1062421.0;;;;;;;10366.0;20.0;18.0;;;;;;;;;;;;84.1;24865.0;98.5;21725.0;90.9;14.8;300289.9;142304284.4;173438.8;126629287.0;15501558.6;;172696.0;;;;;;;;;;;113679.04699999999;133.9434032271576;6.945344862256183;9.756960752846565;3.6658306000385874;
Тамбовская область;2016;10.6;1050295.0;;;;;;;10038.0;28.0;10.0;;;;;;;;;;;;85.2;25769.0;95.8;22795.0;97.9;15.1;306725.3;153617036.4;127284.3;137364204.85;16125547.25;;181666.0;272.0;4871.0;2322.0;43.0;449.0;48.0;0.0;2941.0;188.0;0.0;111331.27;146.2608470953399;7.049788505568706;9.557314849637482;3.785614664275752;
Тамбовская область;2017;10.4;1040327.0;113243.0;3224.0;5761.0;9465.0;20912.0;73881.0;8908.0;12.0;10.0;32.7;8.2;59.1;;;;;;;;;85.3;26058.0;97.0;24253.0;102.9;22.4;309152.6;153674767.2;145464.0;134328620.5;16098686.8;3101995.9;187776.0;176.0;4688.0;2316.0;34.0;379.0;20.0;21.0;2486.0;129.0;1.0;108194.008;147.71775336024152;7.206078747409625;8.562692307322601;2.4696901661427932;108.8532740186499
Тамбовская область;2018;9.8;1033552.0;110025.0;3027.0;5831.0;9492.0;19737.0;71938.0;8289.0;17.0;16.0;32.2;1.3;66.5;;;;;;;;45.0;84.7;26828.0;98.8;26660.0;106.7;22.8;343693.1;182460747.81;199560.8;162991213.31;15773001.0;3496972.7;195612.0;268.0;4661.0;2312.0;31.0;484.0;31.0;10.0;2424.0;82.0;1.0;101288.09600000002;176.53755960996642;7.291337408677501;8.019915785562798;3.9811798769453492;106.45327956406645
Тамбовская область;2019;10.7;1015966.0;108687.0;2992.0;5841.0;9846.0;18860.0;71148.0;7724.0;18.0;12.0;41.0;5.1;53.9;;;;;;;;37.8;83.6;28154.0;98.1;28697.0;101.9;23.1;350323.2;192227311.9;291500.3;172108450.1;15590773.0;4236588.8;209132.0;257.0;5061.0;2538.0;28.0;540.0;67.0;0.0;2474.0;25.0;0.0;108708.362;189.20644184943197;7.428145201392342;7.6026166229972265;3.883997928534438;106.97897370581299
Тамбовская область;2020;10.8;1006748.0;105610.0;2919.0;5792.0;9982.0;18031.0;68886.0;7433.0;10.0;14.0;33.5;7.6;58.9;84.1;13.8;2.2;27.0;19.7;2.5;15.3;29.7;83.2;27889.0;94.3;31063.0;104.1;23.9;378455.8;207661450.29;267666.1;188201670.58;14878456.32;4313657.29;198282.0;208.0;5822.0;3167.0;22.0;495.0;30.0;98.0;2705.0;21.0;0.0;108728.784;206.26954341106213;7.109684821972821;7.383178312745593;3.2288443427956413;104.90212049092722
Тверская область;2015;13.0;1315071.0;;;;;;;14780.0;71.0;26.0;;;;;;;;;;;;86.6;23672.0;96.7;24804.0;89.3;15.3;251633.2;288079782.33000004;1265766.4;198375884.93;88438131.0;;161161.0;;;;;;;;;;;170959.23;219.06025022983553;6.808085501858736;11.23893690910985;6.562922868741543;
Тверская область;2016;12.8;1304744.0;;;;;;;14552.0;77.0;29.0;;;;;;;;;;;;85.7;24063.0;94.4;26193.0;98.8;16.8;305541.0;306016837.46999997;1069833.7;216934017.29;88012986.48;;164635.0;478.0;5062.0;2644.0;85.0;1040.0;74.0;10.0;4245.0;79.0;4.0;167007.23200000002;234.541670603582;6.841831858039313;11.15314575119717;7.284222100054976;
Тверская область;2017;12.4;1296799.0;99999.0;3992.0;6191.0;8076.0;18072.0;63668.0;11819.0;42.0;17.0;38.4;7.4;54.2;;;;;;;;;87.8;24353.0;97.5;27612.0;102.4;23.1;326017.0;348053150.7;754627.0;246184673.8;94874218.1;6239631.8;167510.0;359.0;4877.0;2604.0;63.0;832.0;81.0;4.0;3507.0;52.0;2.0;160803.076;268.39406160862245;6.878413337165853;9.113979884315148;4.99196209493189;77.11218161025727
Тверская область;2018;12.2;1283873.0;97734.0;3742.0;6163.0;8123.0;17022.0;62684.0;11642.0;33.0;24.0;43.8;4.5;51.7;;;;;;;;43.8;89.0;25125.0;99.8;31049.0;109.8;23.8;368955.6;418960731.8;969682.1;308286468.8;103027741.3;6676839.6;175212.0;352.0;4693.0;2570.0;35.0;824.0;56.0;3.0;3172.0;59.0;1.0;156632.506;326.3256815900015;6.9736119402985075;9.067875093564549;4.896065968046727;76.12435186346313
Тверская область;2019;11.7;1269636.0;96861.0;3667.0;6210.0;8313.0;16399.0;62272.0;10818.0;32.0;13.0;36.7;13.8;49.4;;;;;;;;51.2;87.7;27211.0;103.2;33524.0;103.9;21.4;383528.8;453098409.06;759354.5;344052282.6;99972424.2;8314347.96;192877.0;299.0;4709.0;2667.0;33.0;630.0;80.0;0.0;2870.0;36.0;1.0;148547.41199999998;356.872685604378;7.088199625151593;8.520552347286939;4.159733777038269;76.29036983828435
Тверская область;2020;11.4;1260379.0;94026.0;3640.0;6166.0;8398.0;15357.0;60465.0;10075.0;33.0;12.0;31.0;3.8;65.1;84.0;12.7;3.2;27.2;17.5;2.2;14.3;42.2;85.4;27681.0;97.4;36077.0;103.9;22.5;391722.2;443911800.15;789317.0;341532380.55;92219041.6;9371061.0;199736.0;375.0;4893.0;2892.0;31.0;834.0;35.0;0.0;2950.0;57.0;0.0;143683.206;352.20501146877245;7.21563527329215;7.993627313688977;4.4665012406947895;74.60136990540148
Томская область;2015;14.9;1074453.0;;;;;;;14618.0;33.0;35.0;;;;;;;;;;;;74.0;26827.0;96.5;34041.0;92.7;15.5;438316.5;358591728.7;157805512.6;168281331.3;32504884.8;;124791.0;;;;;;;;;;;160093.497;333.74352223875775;4.651694188690499;13.605062296815216;4.651799151730743;
Томская область;2016;15.0;1076762.0;;;;;;;14226.0;39.0;30.0;;;;;;;;;;;;76.8;26165.0;91.4;36032.0;98.9;16.1;483420.8;350128320.08;151917381.6;162373612.43;35837326.05;;131138.0;680.0;7455.0;3723.0;60.0;526.0;39.0;0.0;4246.0;63.0;5.0;161514.3;325.16779017090124;5.011962545385057;13.211833255631236;4.850274145929988;
Томская область;2017;14.8;1078891.0;53959.0;3056.0;4703.0;4949.0;9482.0;31769.0;12634.0;38.0;19.0;38.6;4.5;57.0;;;;;;;;;79.0;26697.0;98.4;37518.0;100.4;23.1;514001.1;378553461.2;179062945.0;155757245.1;35968900.9;7764369.8;137307.0;547.0;8279.0;4327.0;39.0;597.0;48.0;0.0;3886.0;59.0;1.0;159675.86800000002;350.8727584158177;5.143162153050905;11.710172760733013;4.511635269906601;50.01339338264941
Томская область;2018;14.7;1078280.0;53357.0;2840.0;4828.0;5207.0;8863.0;31619.0;11799.0;37.0;24.0;39.8;3.0;57.2;;;;;;;;44.2;81.9;27296.0;99.2;41901.0;108.5;22.6;568191.7;453002438.11;217695662.9;188076248.7;38367762.11;8862764.4;147085.0;489.0;7571.0;4243.0;23.0;586.0;33.0;4.0;3533.0;22.0;0.0;158507.16;420.1157752253589;5.3885184642438455;10.942426827911119;5.169929655055514;49.48343658418963
Томская область;2019;14.8;1077442.0;58819.0;3259.0;5436.0;6494.0;9940.0;33690.0;10491.0;34.0;14.0;40.3;6.9;52.8;;;;;;;;44.0;80.1;28381.0;98.9;45526.0;103.4;20.8;577550.7;439137919.6;194263885.1;200475970.3;35690949.0;8707115.2;158968.0;455.0;6747.0;3727.0;49.0;487.0;47.0;6.0;3258.0;39.0;2.0;159461.41600000003;407.57453264305644;5.601212078503224;9.736951037735675;4.575350300257364;54.59133763116715
Томская область;2020;14.4;1079271.0;63269.0;3728.0;6011.0;7679.0;10923.0;34928.0;9940.0;33.0;12.0;42.2;3.6;54.2;88.1;10.5;1.4;25.7;16.9;2.3;12.6;34.1;76.4;28857.0;97.7;48730.0;103.2;23.5;518179.5;354921306.4;115235275.0;198997143.4;31920321.1;8768566.9;162359.0;397.0;6940.0;3744.0;34.0;464.0;45.0;3.0;3242.0;41.0;1.0;155415.024;328.85281490932306;5.626329833316007;9.209920399973687;4.527162977867204;58.62197724204579
Тульская область;2015;10.6;1513570.0;;;;;;;15814.0;80.0;26.0;;;;;;;;;;;;87.9;25460.0;99.0;27555.0;91.3;19.7;316248.5;578208892.1999999;5649932.4;524308249.0;48250710.8;;167802.0;;;;;;;;;;;160438.42;382.01661779765715;6.590809112333072;10.448145774559485;6.7029214619957;
Тульская область;2016;10.0;1506446.0;;;;;;;15295.0;74.0;27.0;;;;;;;;;;;;88.3;26815.0;97.9;29402.0;99.7;18.8;367487.5;626576796.31;4339122.0;570971540.05;51266134.26;;170725.0;401.0;4156.0;2514.0;37.0;616.0;45.0;6.0;2802.0;200.0;2.0;150644.6;415.93047232360135;6.366772328920381;10.15303568797023;6.603465184700882;
Тульская область;2017;9.9;1499417.0;150567.0;5579.0;9016.0;14123.0;28907.0;92942.0;13418.0;72.0;21.0;42.5;1.7;55.8;;;;;;;;;88.2;27226.0;97.7;31637.0;104.1;25.1;397428.0;694525944.8;5548336.4;629921385.3;49630401.2;9425821.9;182993.0;308.0;4258.0;2471.0;28.0;629.0;100.0;0.0;2564.0;162.0;4.0;148442.283;463.19732589399746;6.7212590905751854;8.948811438045587;6.930988224772693;100.41702875184156
Тульская область;2018;10.0;1491855.0;147544.0;5250.0;8906.0;13967.0;26888.0;92533.0;10417.0;48.0;13.0;35.4;4.2;60.4;;;;;;;;69.0;88.9;27208.0;95.9;34662.0;106.0;25.5;448896.8;769706849.0;6153013.6;703296907.5;49811737.6;10445190.3;194778.0;335.0;4436.0;2736.0;29.0;653.0;64.0;2.0;2531.0;45.0;0.0;149185.5;515.9394505498188;7.158850338135842;6.982582087401256;5.855812613996352;98.89969199419514
Тульская область;2019;10.3;1478818.0;145770.0;4947.0;8892.0;13968.0;25304.0;92659.0;10236.0;40.0;14.0;43.0;3.2;53.7;;;;;;;;77.6;88.0;28557.0;99.9;38151.0;105.7;22.8;462903.4;816591654.4;7569838.2;740950206.1;55249687.5;12821922.6;208800.0;299.0;4102.0;2645.0;24.0;633.0;91.0;3.0;2294.0;46.0;1.0;152318.25400000002;552.192125332529;7.311692404664355;6.92174425791409;5.275498241500586;98.57196761197117
Тульская область;2020;10.1;1466127.0;142358.0;4785.0;8876.0;13883.0;24041.0;90773.0;10812.0;49.0;15.0;38.8;5.3;56.0;82.3;13.5;4.2;23.6;16.6;2.3;4.7;60.6;88.2;29385.0;98.2;40889.0;103.3;23.3;486544.2;932213890.77;8334138.3;850736047.67;55211893.3;17931811.5;205652.0;221.0;4365.0;2775.0;19.0;565.0;174.0;1.0;2403.0;40.0;0.0;148078.827;635.8343382053532;6.998536668368215;7.374531674268327;5.919348871624122;97.09800037786631
Тюменская область;2015;14.0;3581293.0;;;;;;;55047.0;250.0;94.0;;;;;;;;;;;;98.5;41893.0;98.5;56616.0;91.4;12.8;1626160.4;5860662242.11;4235442878.1;1323802094.19;301417269.82;;230504.0;;;;;;;;;;;501381.02;1636.465444773717;5.5022080061108065;15.370705496590197;6.249205224626228;
Тюменская область;2016;13.8;3615485.0;;;;;;;57209.0;193.0;70.0;;;;;;;;;;;;98.3;42657.0;95.4;60090.0;98.4;18.5;1683993.8;6034610007.74;4328054163.97;1382837996.41;323717847.36;;226307.0;677.0;8733.0;4478.0;64.0;882.0;61.0;3.0;7186.0;667.0;1.0;498936.93;1669.1011047591126;5.305272288252807;15.823326607633554;4.5971787655788425;
Тюменская область;2017;12.8;3660030.0;94668.0;5101.0;7362.0;7694.0;16263.0;58248.0;52156.0;172.0;78.0;42.6;3.7;53.7;;;;;;;;;100.3;44241.0;100.4;63789.0;101.8;19.8;1930537.3;7001167638.93;5068914495.2;1568612661.93;318850040.5;44790441.3;238401.0;643.0;8480.0;4619.0;45.0;827.0;57.0;23.0;6043.0;807.0;0.0;468483.84;1912.8716537651333;5.388689224927104;14.2501564194829;4.7933123705805665;25.865361759329843
Тюменская область;2018;12.1;3692400.0;93744.0;4866.0;7489.0;7921.0;15371.0;58097.0;41907.0;131.0;62.0;44.5;4.6;50.8;;;;;;;;;101.1;46124.0;102.9;68664.0;105.3;18.7;2393355.2;8805580893.78;6522592653.8;1919668690.34;317522451.74;45797097.9;254256.0;562.0;8503.0;4912.0;53.0;727.0;80.0;0.0;5462.0;344.0;1.0;446780.4;2384.785205768606;5.512444714248548;11.349528761780956;4.605435846040041;25.38836529086773
Тюменская область;2019;11.9;3723969.0;92980.0;4646.0;7594.0;8122.0;14690.0;57928.0;47076.0;156.0;50.0;45.1;7.0;47.9;;;;;;;;;100.2;48335.0;102.8;72747.0;103.0;20.6;2384622.4;8898906128.5;6768641326.3;1738763393.7;344384406.2;47117002.3;262514.0;532.0;8476.0;4842.0;52.0;736.0;128.0;0.0;5243.0;274.0;1.0;443152.311;2389.629486308828;5.431136857349746;12.641351203514315;4.37590279547965;24.967984427367682
Тюменская область;2020;11.6;3756536.0;91002.0;4607.0;7612.0;8436.0;13781.0;56566.0;42225.0;133.0;38.0;45.6;4.6;49.8;;;;;;;;;97.9;50059.0;101.6;78619.0;105.3;21.9;1934463.9;7111070276.74;5200222920.5;1527071298.14;327973848.8;55802209.3;262970.0;448.0;8028.0;4458.0;50.0;762.0;16.0;88.0;5251.0;220.0;0.0;435758.17600000004;1892.9860586295458;5.253201222557382;11.240408716966908;4.049733570159858;24.22497747925216
Тюменская область без АО;2015;14.7;1429232.0;;;;;;;22098.0;83.0;62.0;;;;;;;;;;;;91.6;27448.0;96.5;35869.0;91.5;;628098.5;815243765.21;164280090.1;605769519.29;45194155.82;;226531.0;;;;;;;;;;;210097.104;570.4068795059164;8.253096764791605;15.461450625230892;6.561679790026247;
Тюменская область без АО;2016;15.5;1454626.0;;;;;;;23259.0;68.0;46.0;;;;;;;;;;;;89.8;27044.0;93.2;37536.0;97.3;;659860.8;853905985.52;170771567.59;634872817.43;48261600.5;;227659.0;;;;;;;;;;;225467.03;587.0278583773423;8.418096435438544;15.98967707163216;4.901328517993035;
Тюменская область без АО;2017;15.4;1477903.0;;;;;;;21325.0;50.0;41.0;52.5;2.2;45.2;;;;;;;;;85.8;27672.0;99.9;40473.0;103.6;;727930.9;917545983.5;173824654.5;687372551.0;44678070.4;11670707.6;237939.0;;;;;;;;;;;227597.062;620.8431700186006;8.598547267996532;14.42922844056748;4.2672919109026966;
Тюменская область без АО;2018;14.3;1498779.0;;;;;;;20722.0;43.0;44.0;52.2;0.6;47.2;;;;;;;;;85.6;29162.0;104.5;44913.0;108.6;;872684.2;1139552235.13;273221476.5;804308415.39;51387725.74;10634617.5;254370.0;;;;;;;;;;;214325.397;760.320390884847;8.72265276729991;13.825920966333262;4.198436444358653;
Тюменская область без АО;2019;14.4;1518695.0;;;;;;;19420.0;52.0;29.0;43.7;7.4;48.9;;;;;;;;;84.0;30662.0;102.7;48613.0;104.3;;821610.6;974985709.61;244393989.8;662396541.21;56953426.7;11241751.9;263154.0;;;;;;;;;;;218692.08;641.9891483214207;8.582414715282761;12.787294354692682;4.170957775489186;
Тюменская область без АО;2020;13.6;1537416.0;;;;;;;18753.0;48.0;23.0;37.9;7.5;54.7;79.7;15.7;4.5;23.8;18.1;2.5;21.9;;81.7;31151.0;99.2;51501.0;102.5;;757076.0;912284895.62;183155192.3;651681655.42;58985789.2;18462258.7;268215.0;;;;;;;;;;;209088.57599999997;593.3884489429016;8.610156977304099;12.197739583821164;3.786060896923159;
Удмуртская Республика;2015;12.3;1517472.0;;;;;;;22195.0;75.0;49.0;;;;;;;;;;;;86.7;24255.0;105.1;24694.0;92.1;13.6;341391.7;473841661.2;165783653.7;273381081.5;34676926.0;;136441.0;;;;;;;;;;;186649.056;312.25726814069714;5.625273139558854;14.626299529744205;5.586843883757603;
Удмуртская Республика;2016;12.4;1517164.0;;;;;;;21024.0;57.0;54.0;;;;;;;;;;;;86.3;23621.0;93.4;26693.0;103.7;13.7;375910.8;533256183.24;162170632.45;333830621.69;37254929.1;;139151.0;700.0;10372.0;5548.0;41.0;953.0;72.0;0.0;7756.0;234.0;0.0;188128.336;351.48222818363735;5.890986833749629;13.857434001861368;5.279680365296803;
Удмуртская Республика;2017;12.2;1516826.0;106253.0;4768.0;7922.0;9371.0;20057.0;64135.0;17954.0;58.0;27.0;32.9;8.7;58.4;;;;;;;;;85.7;23995.0;98.5;28995.0;105.5;22.3;390800.7;556808083.23;191063993.2;321065602.03;37607632.6;7070855.4;146183.0;570.0;9207.0;5067.0;22.0;889.0;30.0;18.0;6517.0;326.0;1.0;185052.772;367.0876443507693;6.0922275474057095;11.836558708777407;4.734321042664588;70.04956402382344
Удмуртская Республика;2018;12.2;1513044.0;104677.0;4500.0;7870.0;9425.0;18836.0;64046.0;16440.0;42.0;30.0;43.9;6.1;50.0;;;;;;;;56.4;85.7;23827.0;96.9;31808.0;107.4;22.0;450225.9;680454919.57;253383830.0;377641415.67;40784436.0;8645237.9;154640.0;590.0;9553.0;5253.0;23.0;803.0;149.0;47.0;6420.0;268.0;4.0;184591.36800000002;449.72579751150664;6.490116254669073;10.865513494650518;4.37956204379562;69.18305085641926
Удмуртская Республика;2019;12.4;1507390.0;103086.0;4321.0;7695.0;9528.0;17663.0;63879.0;14602.0;37.0;29.0;45.2;7.6;47.2;;;;;;;;48.4;84.4;25066.0;101.3;34052.0;103.5;20.5;479562.9;710948866.2;253857942.7;406856466.6;40949487.8;9284969.1;161544.0;615.0;9296.0;5126.0;31.0;820.0;132.0;14.0;6017.0;290.0;0.0;186916.36;471.6422864686644;6.444745870900822;9.686942330783673;4.51992877687988;68.3870796542368
Удмуртская Республика;2020;11.9;1500955.0;100810.0;4335.0;7545.0;9847.0;16490.0;62593.0;14545.0;40.0;23.0;49.9;2.7;47.5;83.3;13.3;3.4;20.8;14.8;2.4;13.7;45.4;83.3;25449.0;97.9;36380.0;103.4;23.1;451490.9;581573555.46;187616196.1;337062165.06;41392702.2;15502492.1;160085.0;550.0;9518.0;5187.0;25.0;805.0;258.0;26.0;6033.0;218.0;0.0;178613.645;387.4690150337619;6.2904239852253525;9.690497050211366;4.331385355792369;67.16390564673824
